Image Name;Uncertainty
4d803d599e3aa34b4d4d97b0e3a6ff5b;0.8229988490456082
c8b78becc5b3eb17f81bfdbc55d2029e;0.2572722544376167
71dbcf5569584dac2aae88cf712d22b1;0.8873251846394621
87668b74a71c46e1794107bb5f32d44d;0.2035359878834342
0d6b78c4294517bd27a007b4e41ebd5e;0.13425348483471308
a563935d922002ca4819f2490eb7be17;0.2312770171543023
58e55ede6357406f7868d3c58b80476e;0.03789336449864217
84b1bdc06545ca9128c924dbc0b87715;0.7637231076677856
eef8676c5d348ab7f406a81c74c988b5;0.44532979719404
df4146c2cb4e97d9c227bdd90d4dc6f8;0.49814641768840745
bd4b881106dd6a8658ee1e9afdb1844f;0.23364919038844478
805d295ef3c4c573cb1990596d77ff8e;0.0471176156204016
bdd3d5a2ee02e25f1adf3fd2c8c23acc;0.11583674830383597
bf8c6536be863b2e21d467ade2972889;0.06497310345115526
9064f0eb9ef8bbb376649033116fc380;0.09901762521884008
cb0a506d82d41888c1e0b1d54649a53c;0.5139780503664264
cdd5b7d07b98f61d3668207531b4de07;0.8278856955644892
230276c9065df9cd12014e93151dd52c;0.021208999909170186
cf2cde676c6f71f1373a55588f098145;0.41650516661663534
060656fabe162dbdef7e4c520068d2f0;0.4221182790648659
b81f068ea8c90ec259cf9212bbc24c22;0.0545462463335804
8e3d3a5d3a5cae900595db0f9f5df6bb;0.032030835047439934
b25e5ec86bdfecb9335f0e683acfda87;1.1659033424835796
e6e365522c68d41ad595fc1b737223ec;0.788472469068319
c150192218dd80a7d96c9a60759853d6;0.04320735786712115
c07f5f4ca0af11d11a755c72b638d966;0.6533371988327933
ec98a1abb0df9d1de21534c1e40698ab;0.014478034343373246
1df32b02eaa3cfad5d8c51a3e289cfc1;0.8316526046095876
ae607241f09b3b41864703c488ccd111;0.5348729318799034
f48064fda016dbc4391c353afb9e61c0;0.09016118240922731
76512fc338f0cdc3252fb1e4a0d7709c;0.7148031006814265
ae4ef1321633aabc6147ea801df9aeae;0.14799967329603841
afeae451e576086d10c45a41545f7212;0.001263714867446883
a5fceab3ef69e4dd200e317738fe7b29;0.681511359218075
ea2f3faabd452477e8f792ca02925cd0;0.5544689050651169
e68f28fd854c35365d317d513ef5fad0;0.5448220690459196
b428c7ddb14ad3f3ca9db0d3c01e8c04;0.030499640101967453
f1ca34b8757be8022476e4e71d18e06b;0.4241273198578488
c176b834c3a5045ac074fb70637cfa8d;0.1875727267713363
7223b93b01ae684e7f0ee028c8a6ceac;0.10815371464433073
efe68e8f9916ca5966a513f11282491c;0.8367247532170096
24d1d744c187ef83d2f29a2283a6ba96;0.00376749648057533
281b5e3e80477bed6206fad69a470756;0.5535301925053633
1c0305b42ca0c55668c8144e27dc8ba5;0.20723916867275916
2ce127e7731155d1373bfbd0abdc368b;0.989525278405555
f659913017aab32c0ac0d88d0ecfe62c;0.46638895396756114
ab106ca32e9155aa7e68eabef8e2ed59;0.01976657768090777
38b53a819b584debd748e16db8b2c488;0.03350885170103242
865f64d013137396b5cfc7bb3888a56e;0.2019940135708613
884f20408db7e6c39b69e4eb8e048e35;0.01080744833315045
7c79546e808a9c6ae95c15bfe3b4b590;0.4895338249523706
d6112e98bf1d15028ccb46cefd393241;0.6208709866699996
cae077a0259202d61eaf7f10424b148a;0.583653606050292
30270f86298368679023222c1722412e;0.03555397763074435
dd780edac742469da23a84d4267163b3;0.023816172326987822
17537cf7df9f40a7ffb523b4d2a2bb8e;0.01738360041291871
a984d6acdf209063c490a921cfc53b64;0.03687499749534899
845f93031768557ad5c0948bf08d043b;0.27113407723594896
c16546e5849d9f71c87530af65cbc522;0.050555017781773584
f4cbbd96fcb39c34811b9323dad237fe;0.5294334388917591
59015fdc81a6151f09a59e807f6ed5c9;0.053282260742768754
91f229c6985c3c53afcb9e14a6d92e9f;0.5373892188753132
3cb832450f38c16278b3c78d15f7be7f;1.0816332829167448
da808179f9d32176f9eb34ede63017e5;0.0038236129929832678
5a94f8031f8dfc6f222e1f4c2df0fade;0.017135924405742093
ee38373d970014e6676ebbc782be6b4b;0.7900017735189154
0e37381aa92c289f168388fb6a332b8c;0.7993302461218532
d90f5db28f3ff7c708e3c95d9596e26f;0.525083464581895
baae8c3655a07ca543a7baa09b29bb52;0.06923784138752676
6c8072d548422d357e97a528a9ce37ec;0.2776772697061409
3a6161c02efaf0c49fe4dc6ffd76c838;0.8597824557675332
a0d4b7a115f83077d88361dd38399cf7;0.012867030970087033
